order_id,order_date,supplier_id,analyst_id,num_skus,total_cost,sale_amount,margin,margin_pct,status,delivery_date
OC000992,2024-01-07 04:09:51.932962,SUP0019,AN003,1,2676117.39,2914654.88,238537.49,8.91,Pending,2024-01-14 04:09:51.932962
OC000993,2024-01-10 22:10:29.287009,SUP0033,AN002,8,9660342.57,11835588.85,2175246.28,22.52,Completed,2024-01-13 22:10:29.287009
OC000994,2024-07-30 12:18:12.668666,SUP0010,AN005,2,362204.37,424591.7,62387.33,17.22,Completed,2024-08-03 12:18:12.668666
OC000995,2024-07-21 12:09:30.416724,SUP0001,AN001,50,59174394.84,72075842.9,12901448.06,21.8,Pending,2024-08-12 12:09:30.416724
OC000996,2024-01-17 17:51:27.482430,SUP0044,AN004,3,1703492.2,1798534.3,95042.1,5.58,Completed,2024-02-05 17:51:27.482430
OC000997,2024-03-22 11:13:52.394051,SUP0043,AN001,3,2567901.69,3092677.39,524775.7,20.44,Completed,2024-04-15 11:13:52.394051
OC000998,2024-04-20 03:23:56.885520,SUP0032,AN008,5,2247510.41,2769997.57,522487.16,23.25,Completed,2024-05-08 03:23:56.885520
OC000999,2024-09-30 02:41:33.948140,SUP0028,AN001,50,68025207.83,74359920.59,6334712.76,9.31,Completed,2024-10-03 02:41:33.948140
OC001000,2024-06-20 07:38:13.218257,SUP0013,AN003,15,15859442.67,18834896.24,2975453.57,18.76,Completed,2024-07-01 07:38:13.218257
OC001001,2024-06-25 15:48:35.689068,SUP0035,AN002,2,3725319.52,4517319.35,791999.83,21.26,Pending,2024-07-18 15:48:35.689068
OC001002,2024-08-24 09:49:40.938717,SUP0019,AN002,8,6000788.49,7167477.23,1166688.74,19.44,Pending,2024-08-27 09:49:40.938717
OC001003,2024-11-14 16:54:46.735610,SUP0005,AN004,3,4179409.4,4893981.3,714571.9,17.1,Completed,2024-11-20 16:54:46.735610
OC001004,2024-11-25 16:22:01.569416,SUP0017,AN003,2,2310550.85,2810309.93,499759.08,21.63,Completed,2024-12-23 16:22:01.569416
OC001005,2024-06-20 00:06:21.821342,SUP0044,AN006,59,68440864.31,79985599.79,11544735.48,16.87,Completed,2024-06-27 00:06:21.821342
OC001006,2024-01-14 11:17:42.844934,SUP0018,AN007,3,4670693.01,5393161.1,722468.09,15.47,Completed,2024-01-18 11:17:42.844934
OC001007,2024-06-11 09:10:01.891971,SUP0048,AN005,1,956220.21,1082796.72,126576.51,13.24,Completed,2024-07-10 09:10:01.891971
OC001008,2024-01-31 21:03:41.379503,SUP0034,AN005,8,9936975.6,10849635.49,912659.89,9.18,Pending,2024-02-20 21:03:41.379503
OC001009,2024-12-30 11:17:41.375792,SUP0039,AN004,50,72031079.02,80276997.32,8245918.3,11.45,Completed,2025-01-20 11:17:41.375792
OC001010,2024-12-07 19:22:16.995231,SUP0027,AN004,3,4082447.25,4523512.22,441064.97,10.8,Completed,2025-01-04 19:22:16.995231
OC001011,2024-12-08 21:36:52.152070,SUP0031,AN005,5,9081675.06,10393268.8,1311593.74,14.44,Completed,2024-12-21 21:36:52.152070
OC001012,2024-09-16 06:28:54.003307,SUP0043,AN004,100,119117650.57,135208199.51,16090548.94,13.51,Pending,2024-09-29 06:28:54.003307
OC001013,2024-04-21 20:46:01.694977,SUP0014,AN003,2,2381406.88,2615152.87,233745.99,9.82,Pending,2024-05-06 20:46:01.694977
OC001014,2024-10-18 06:55:41.481037,SUP0034,AN005,2,3023202.49,3389004.93,365802.44,12.1,Completed,2024-11-06 06:55:41.481037
OC001015,2024-07-05 13:00:36.910939,SUP0040,AN004,25,35652392.66,42212711.69,6560319.03,18.4,Pending,2024-07-14 13:00:36.910939
OC001016,2024-11-20 02:36:57.305716,SUP0034,AN003,15,17741556.7,18962560.74,1221004.04,6.88,Completed,2024-12-01 02:36:57.305716
OC001017,2024-04-21 03:03:32.972527,SUP0039,AN003,2,493836.86,545494.94,51658.08,10.46,Completed,2024-05-14 03:03:32.972527
OC001018,2024-08-04 17:56:05.426470,SUP0017,AN004,5,5263785.14,5793361.88,529576.74,10.06,Completed,2024-08-25 17:56:05.426470
OC001019,2024-07-06 10:00:02.130097,SUP0015,AN006,3,6001156.1,7060048.19,1058892.09,17.64,Pending,2024-07-14 10:00:02.130097
OC001020,2024-01-06 17:12:55.942691,SUP0018,AN002,50,59180358.11,64423026.91,5242668.8,8.86,Completed,2024-02-01 17:12:55.942691
OC001021,2024-11-26 16:31:53.000441,SUP0048,AN006,15,13249278.54,15397143.96,2147865.42,16.21,Completed,2024-12-09 16:31:53.000441
OC001022,2024-04-23 12:15:53.991187,SUP0047,AN008,25,24392872.15,27114054.72,2721182.57,11.16,Completed,2024-05-19 12:15:53.991187
OC001023,2024-02-19 22:57:44.163772,SUP0021,AN007,2,1032977.12,1112048.38,79071.26,7.65,Completed,2024-03-05 22:57:44.163772
OC001024,2024-01-01 00:25:16.333137,SUP0042,AN007,5,5571051.92,6479177.9,908125.98,16.3,Pending,2024-01-11 00:25:16.333137
OC001025,2024-01-06 13:45:28.886360,SUP0010,AN005,15,14663222.94,17278631.37,2615408.43,17.84,Pending,2024-02-04 13:45:28.886360
OC001026,2024-06-29 01:37:21.717874,SUP0039,AN007,2,5407105.83,6576912.03,1169806.2,21.63,Completed,2024-07-28 01:37:21.717874
OC001027,2024-08-22 14:32:02.326068,SUP0012,AN003,3,1869679.59,2041937.96,172258.37,9.21,Pending,2024-09-05 14:32:02.326068
OC001028,2024-08-16 21:11:59.397664,SUP0043,AN003,2,1854018.08,2023641.07,169622.99,9.15,Completed,2024-08-21 21:11:59.397664
OC001029,2024-11-28 07:37:35.651009,SUP0010,AN003,1,1168465.5,1287231.57,118766.07,10.16,Pending,2024-12-09 07:37:35.651009
OC001030,2024-04-25 10:47:10.064450,SUP0008,AN004,1,216295.2,266991.31,50696.11,23.44,Completed,2024-05-13 10:47:10.064450
OC001031,2024-11-18 19:49:01.900743,SUP0031,AN006,5,4838934.47,5717979.96,879045.49,18.17,Completed,2024-12-01 19:49:01.900743
OC001032,2024-03-19 23:52:57.506313,SUP0012,AN003,5,4912757.52,5625594.63,712837.11,14.51,Completed,2024-04-11 23:52:57.506313
OC001033,2024-06-10 01:43:26.514142,SUP0047,AN002,5,4105825.86,4694470.91,588645.05,14.34,Completed,2024-07-07 01:43:26.514142
OC001034,2024-11-13 14:14:07.496866,SUP0026,AN006,3,2855169.28,3326823.37,471654.09,16.52,Pending,2024-12-09 14:14:07.496866
OC001035,2024-06-08 14:45:00.557169,SUP0023,AN007,8,12056683.28,13823126.26,1766442.98,14.65,Pending,2024-06-20 14:45:00.557169
OC001036,2024-09-26 05:00:15.382643,SUP0029,AN004,2,500335.98,601721.36,101385.38,20.26,Completed,2024-10-12 05:00:15.382643
OC001037,2024-02-23 00:48:25.799613,SUP0005,AN006,8,5517065.36,6810655.64,1293590.28,23.45,Completed,2024-03-15 00:48:25.799613
OC001038,2024-11-10 16:11:28.845143,SUP0032,AN001,15,18431402.72,19896666.09,1465263.37,7.95,Completed,2024-11-22 16:11:28.845143
OC001039,2024-07-10 03:31:22.050785,SUP0039,AN008,8,4092837.54,4857963.7,765126.16,18.69,Completed,2024-07-13 03:31:22.050785
OC001040,2024-02-11 22:40:02.015667,SUP0017,AN007,3,2866589.33,3067200.98,200611.65,7.0,Pending,2024-03-07 22:40:02.015667
OC001041,2024-01-22 16:28:05.695705,SUP0018,AN008,15,17726454.58,19772483.94,2046029.36,11.54,Completed,2024-02-20 16:28:05.695705
OC001042,2024-07-01 01:05:00.503747,SUP0034,AN002,3,5762986.16,6739165.56,976179.4,16.94,Completed,2024-07-15 01:05:00.503747
OC001043,2024-09-21 22:01:22.608891,SUP0003,AN001,8,5425099.78,6096870.97,671771.19,12.38,Completed,2024-10-10 22:01:22.608891
OC001044,2024-03-20 21:21:08.077043,SUP0001,AN001,2,3004672.74,3606619.54,601946.8,20.03,Completed,2024-04-12 21:21:08.077043
OC001045,2024-12-16 02:33:24.195761,SUP0044,AN006,1,2388200.96,2597393.3,209192.34,8.76,Completed,2024-12-28 02:33:24.195761
OC001046,2024-04-21 09:46:15.436219,SUP0009,AN008,50,59500726.59,63855684.96,4354958.37,7.32,Pending,2024-05-10 09:46:15.436219
OC001047,2024-06-18 04:12:27.060816,SUP0029,AN007,15,16453049.11,17770567.23,1317518.12,8.01,Completed,2024-07-13 04:12:27.060816
OC001048,2024-03-14 09:49:14.059308,SUP0031,AN004,3,3919852.76,4519508.92,599656.16,15.3,Pending,2024-03-30 09:49:14.059308
OC001049,2024-08-13 00:56:26.034669,SUP0032,AN004,100,121463211.6,136627562.87,15164351.27,12.48,Pending,2024-08-22 00:56:26.034669
OC001050,2024-12-01 21:36:47.973148,SUP0050,AN001,3,2315198.16,2749929.07,434730.91,18.78,Completed,2024-12-12 21:36:47.973148
OC001051,2024-09-27 00:19:36.447255,SUP0049,AN007,3,2397229.13,2806974.35,409745.22,17.09,Completed,2024-10-21 00:19:36.447255
OC001052,2024-10-31 21:43:21.452871,SUP0045,AN003,3,2359351.93,2486152.44,126800.51,5.37,Pending,2024-11-24 21:43:21.452871
OC001053,2024-02-07 00:34:49.688438,SUP0013,AN008,1,150114.3,171503.82,21389.52,14.25,Completed,2024-02-13 00:34:49.688438
OC001054,2024-04-22 02:32:50.168396,SUP0030,AN001,2,1911871.75,2131587.43,219715.68,11.49,Completed,2024-05-14 02:32:50.168396
OC001055,2024-10-27 02:47:28.211565,SUP0019,AN004,3,1648856.84,1932234.7,283377.86,17.19,Pending,2024-11-17 02:47:28.211565
OC001056,2024-02-14 10:45:14.915490,SUP0050,AN007,2,4488676.92,5247470.48,758793.56,16.9,Pending,2024-03-03 10:45:14.915490
OC001057,2024-10-04 19:12:03.488360,SUP0044,AN007,15,21711109.97,25718919.87,4007809.9,18.46,Completed,2024-10-19 19:12:03.488360
OC001058,2024-11-08 16:11:31.219395,SUP0035,AN006,2,490527.92,576996.62,86468.7,17.63,Completed,2024-11-13 16:11:31.219395
OC001059,2024-09-11 10:58:47.157590,SUP0018,AN007,2,2853350.55,3558053.15,704702.6,24.7,Completed,2024-09-23 10:58:47.157590
OC001060,2024-03-15 18:57:53.049247,SUP0039,AN001,3,3008799.51,3440490.09,431690.58,14.35,Completed,2024-04-06 18:57:53.049247
OC001061,2024-04-09 03:11:54.654779,SUP0010,AN007,3,5057874.3,5666464.42,608590.12,12.03,Pending,2024-04-25 03:11:54.654779
OC001062,2024-02-24 21:54:10.483195,SUP0043,AN001,2,3509818.75,4368571.07,858752.32,24.47,Pending,2024-03-05 21:54:10.483195
OC001063,2024-02-13 14:12:38.059251,SUP0035,AN004,1,2374192.59,2930312.2,556119.61,23.42,Completed,2024-02-28 14:12:38.059251
OC001064,2024-05-14 06:19:19.510231,SUP0049,AN001,1,469833.76,502438.33,32604.57,6.94,Completed,2024-05-23 06:19:19.510231
OC001065,2024-11-21 11:39:58.308431,SUP0016,AN006,1,1122365.4,1243434.73,121069.33,10.79,Completed,2024-12-18 11:39:58.308431
OC001066,2024-08-25 05:32:36.283922,SUP0043,AN003,2,4055930.38,4704936.31,649005.93,16.0,Completed,2024-09-21 05:32:36.283922
OC001067,2024-11-24 13:00:27.217386,SUP0020,AN004,15,21833753.23,25118880.13,3285126.9,15.05,Pending,2024-12-04 13:00:27.217386
OC001068,2024-07-09 14:55:10.118205,SUP0026,AN004,5,8073977.2,9811720.64,1737743.44,21.52,Pending,2024-07-17 14:55:10.118205
OC001069,2024-04-04 16:32:07.347774,SUP0028,AN007,1,946089.13,1069091.0,123001.87,13.0,Completed,2024-04-24 16:32:07.347774
OC001070,2024-02-04 03:02:58.102814,SUP0034,AN008,8,9109666.56,10755062.26,1645395.7,18.06,Pending,2024-02-20 03:02:58.102814
OC001071,2024-08-14 04:26:09.458755,SUP0018,AN008,3,911582.07,982425.13,70843.06,7.77,Completed,2024-09-05 04:26:09.458755
OC001072,2024-09-27 11:04:03.840889,SUP0049,AN004,50,59987979.23,72629689.69,12641710.46,21.07,Completed,2024-10-27 11:04:03.840889
OC001073,2024-05-01 01:03:01.273484,SUP0020,AN004,2,872046.9,996263.39,124216.49,14.24,Completed,2024-05-04 01:03:01.273484
OC001074,2024-08-22 03:29:04.695131,SUP0021,AN005,8,12016176.73,14918263.21,2902086.48,24.15,Completed,2024-09-16 03:29:04.695131
OC001075,2024-10-12 03:15:21.399495,SUP0034,AN006,100,132187437.25,154215954.73,22028517.48,16.66,Completed,2024-11-02 03:15:21.399495
OC001076,2024-05-20 00:59:34.277745,SUP0008,AN005,3,5037180.23,6040039.73,1002859.5,19.91,Pending,2024-06-07 00:59:34.277745
OC001077,2024-02-03 22:06:59.846368,SUP0020,AN004,2,1398537.96,1740453.45,341915.49,24.45,Completed,2024-02-24 22:06:59.846368
OC001078,2024-09-12 18:41:33.500978,SUP0045,AN008,25,22959380.38,27731598.93,4772218.55,20.79,Completed,2024-09-26 18:41:33.500978
OC001079,2024-12-14 16:05:37.357922,SUP0007,AN008,15,16187676.96,18639839.69,2452162.73,15.15,Completed,2025-01-03 16:05:37.357922
OC001080,2024-12-11 07:58:04.172570,SUP0016,AN007,2,5534900.52,6406900.95,872000.43,15.75,Completed,2025-01-08 07:58:04.172570
OC001081,2024-07-02 23:19:12.809463,SUP0004,AN008,1,2342922.59,2705114.43,362191.84,15.46,Completed,2024-07-13 23:19:12.809463
OC001082,2024-02-14 19:49:21.997579,SUP0049,AN007,2,1947512.07,2313527.11,366015.04,18.79,Completed,2024-02-24 19:49:21.997579
OC001083,2024-04-27 02:14:50.240239,SUP0003,AN002,2,2860744.92,3264719.89,403974.97,14.12,Completed,2024-05-19 02:14:50.240239
OC001084,2024-07-24 13:52:21.893829,SUP0002,AN006,59,67043564.82,77000943.98,9957379.16,14.85,Completed,2024-08-06 13:52:21.893829
OC001085,2024-03-31 11:29:33.726019,SUP0007,AN005,15,19209804.89,20598558.75,1388753.86,7.23,Completed,2024-04-18 11:29:33.726019
OC001086,2024-09-10 02:14:48.162492,SUP0003,AN002,25,32090679.93,35666867.48,3576187.55,11.14,Completed,2024-09-23 02:14:48.162492
OC001087,2024-07-23 10:31:26.019960,SUP0035,AN001,15,21049260.57,25690021.71,4640761.14,22.05,Completed,2024-08-05 10:31:26.019960
OC001088,2024-09-19 17:53:29.539662,SUP0045,AN005,1,2444714.69,2886470.05,441755.36,18.07,Pending,2024-10-16 17:53:29.539662
OC001089,2024-03-18 14:15:18.677226,SUP0032,AN003,1,1424352.3,1761309.48,336957.18,23.66,Pending,2024-04-17 14:15:18.677226
OC001090,2024-05-12 01:58:57.799517,SUP0030,AN007,1,1806996.75,2031350.26,224353.51,12.42,Completed,2024-05-25 01:58:57.799517
OC001091,2024-09-01 05:09:26.854977,SUP0034,AN008,5,9382050.72,10908109.58,1526058.86,16.27,Pending,2024-09-04 05:09:26.854977
OC001092,2024-05-02 13:20:16.863882,SUP0001,AN008,1,2278915.08,2418069.02,139153.94,6.11,Pending,2024-05-16 13:20:16.863882
OC001093,2024-07-06 15:12:33.559866,SUP0005,AN006,25,29989181.23,34128306.92,4139125.69,13.8,Completed,2024-07-12 15:12:33.559866
OC001094,2024-02-13 02:12:05.824270,SUP0014,AN006,2,1739725.26,2078223.31,338498.05,19.46,Pending,2024-02-17 02:12:05.824270
OC001095,2024-07-27 03:46:52.456955,SUP0047,AN001,2,3365099.79,4179273.37,814173.58,24.19,Pending,2024-08-06 03:46:52.456955
OC001096,2024-01-04 21:49:48.008956,SUP0045,AN002,2,1341253.38,1565541.62,224288.24,16.72,Completed,2024-01-10 21:49:48.008956
OC001097,2024-06-22 12:28:25.149341,SUP0005,AN006,8,8559929.32,9217819.35,657890.03,7.69,Completed,2024-07-05 12:28:25.149341
OC001098,2024-04-09 18:58:02.948976,SUP0004,AN002,2,5145679.06,5828796.13,683117.07,13.28,Completed,2024-05-09 18:58:02.948976
OC001099,2024-07-17 11:48:23.805365,SUP0027,AN007,5,7309068.47,8495822.01,1186753.54,16.24,Pending,2024-07-27 11:48:23.805365
OC001100,2024-04-05 19:25:56.308725,SUP0044,AN007,2,2040600.66,2365703.1,325102.44,15.93,Completed,2024-04-25 19:25:56.308725
OC001101,2024-06-28 07:51:52.205793,SUP0008,AN005,3,3353635.79,3615532.99,261897.2,7.81,Completed,2024-07-28 07:51:52.205793
OC001102,2024-12-20 08:49:21.852920,SUP0039,AN007,2,6916017.4,8284086.2,1368068.8,19.78,Completed,2025-01-16 08:49:21.852920
OC001103,2024-10-02 18:02:40.068825,SUP0009,AN006,3,3313800.32,3789878.37,476078.05,14.37,Pending,2024-10-16 18:02:40.068825
OC001104,2024-03-07 10:39:22.002573,SUP0030,AN006,8,11042465.9,11857820.46,815354.56,7.38,Pending,2024-03-23 10:39:22.002573
OC001105,2024-02-24 05:04:22.428602,SUP0023,AN007,2,2105118.93,2546392.7,441273.77,20.96,Completed,2024-03-14 05:04:22.428602
OC001106,2024-03-25 20:49:08.187909,SUP0038,AN005,8,12468344.24,14525160.88,2056816.64,16.5,Completed,2024-04-20 20:49:08.187909
OC001107,2024-09-08 12:34:02.465261,SUP0039,AN003,3,2425968.56,2601771.19,175802.63,7.25,Completed,2024-10-06 12:34:02.465261
OC001108,2024-11-23 06:52:24.133121,SUP0013,AN008,3,2171681.94,2545224.91,373542.97,17.2,Completed,2024-12-20 06:52:24.133121
OC001109,2024-05-25 01:37:37.947208,SUP0007,AN007,5,9219889.47,10539652.41,1319762.94,14.31,Completed,2024-06-17 01:37:37.947208
OC001110,2024-05-11 09:38:33.977211,SUP0047,AN007,2,1523822.67,1655381.54,131558.87,8.63,Completed,2024-05-28 09:38:33.977211
OC001111,2024-04-20 02:20:36.445698,SUP0036,AN002,15,17978705.79,20036851.61,2058145.82,11.45,Completed,2024-05-01 02:20:36.445698
OC001112,2024-03-19 20:54:16.469782,SUP0036,AN008,100,114357380.88,128187330.24,13829949.36,12.09,Completed,2024-04-17 20:54:16.469782
OC001113,2024-09-19 03:24:38.814883,SUP0028,AN007,5,7243401.71,9053827.04,1810425.33,24.99,Completed,2024-10-12 03:24:38.814883
OC001114,2024-03-17 18:28:05.303339,SUP0033,AN003,15,12104664.81,13086978.49,982313.68,8.12,Pending,2024-04-13 18:28:05.303339
OC001115,2024-04-03 13:18:06.230795,SUP0050,AN007,5,4597756.71,5435424.02,837667.31,18.22,Completed,2024-04-25 13:18:06.230795
OC001116,2024-01-05 06:41:39.698962,SUP0003,AN005,5,4248463.55,5281095.26,1032631.71,24.31,Completed,2024-01-19 06:41:39.698962
OC001117,2024-04-03 21:02:48.923462,SUP0030,AN003,2,635327.25,670903.05,35575.8,5.6,Completed,2024-04-15 21:02:48.923462
OC001118,2024-02-09 16:34:26.061351,SUP0045,AN006,5,5939611.9,7167055.15,1227443.25,20.67,Completed,2024-02-12 16:34:26.061351
OC001119,2024-12-17 18:21:13.331154,SUP0005,AN003,100,117831014.62,127537584.94,9706570.32,8.24,Completed,2024-12-20 18:21:13.331154
OC001120,2024-05-30 23:23:55.259390,SUP0035,AN007,3,2821135.9,3446119.32,624983.42,22.15,Completed,2024-06-22 23:23:55.259390
OC001121,2024-04-03 06:12:03.936158,SUP0022,AN003,5,5857544.14,6878294.5,1020750.36,17.43,Pending,2024-04-09 06:12:03.936158
OC001122,2024-08-03 20:07:54.517500,SUP0015,AN003,2,4852634.55,5594593.55,741959.0,15.29,Completed,2024-08-16 20:07:54.517500
OC001123,2024-12-27 03:38:48.011469,SUP0032,AN008,2,2257043.97,2523818.89,266774.92,11.82,Pending,2025-01-23 03:38:48.011469
OC001124,2024-09-20 16:32:12.506253,SUP0022,AN004,2,903993.21,1069107.22,165114.01,18.26,Completed,2024-10-17 16:32:12.506253
OC001125,2024-10-15 18:08:29.851669,SUP0038,AN007,50,61565512.29,73185322.41,11619810.12,18.87,Completed,2024-10-29 18:08:29.851669
OC001126,2024-07-07 12:58:44.187508,SUP0016,AN003,78,96869833.38,107741739.96,10871906.58,11.22,Completed,2024-08-03 12:58:44.187508
OC001127,2024-02-28 22:04:34.852811,SUP0036,AN008,3,1654573.79,1882333.15,227759.36,13.77,Completed,2024-03-19 22:04:34.852811
OC001128,2024-06-23 03:02:53.967358,SUP0026,AN006,100,142619962.31,174060049.04,31440086.73,22.04,Completed,2024-07-08 03:02:53.967358
OC001129,2024-12-24 19:45:45.858675,SUP0022,AN007,8,13901519.94,15099101.66,1197581.72,8.61,Completed,2024-12-30 19:45:45.858675
OC001130,2024-06-19 22:53:24.964504,SUP0008,AN008,2,1758836.99,2103237.45,344400.46,19.58,Completed,2024-07-03 22:53:24.964504
OC001131,2024-10-20 22:42:52.142990,SUP0042,AN006,25,27630007.7,33679431.25,6049423.55,21.89,Completed,2024-11-02 22:42:52.142990
OC001132,2024-04-20 01:57:22.460037,SUP0017,AN002,3,7623665.24,9132936.47,1509271.23,19.8,Completed,2024-05-03 01:57:22.460037
OC001133,2024-12-07 22:31:13.484607,SUP0028,AN005,8,10440680.63,12298025.52,1857344.89,17.79,Pending,2024-12-16 22:31:13.484607
OC001134,2024-06-22 01:24:10.783820,SUP0026,AN002,3,4321286.06,4840353.67,519067.61,12.01,Pending,2024-07-06 01:24:10.783820
OC001135,2024-09-24 01:25:18.899347,SUP0009,AN005,5,2946387.74,3436576.4,490188.66,16.64,Completed,2024-10-21 01:25:18.899347
OC001136,2024-11-23 03:42:23.070125,SUP0010,AN008,25,28265798.95,32901993.63,4636194.68,16.4,Completed,2024-12-06 03:42:23.070125
OC001137,2024-02-03 22:47:50.869967,SUP0013,AN008,1,2697583.14,3278175.35,580592.21,21.52,Completed,2024-02-23 22:47:50.869967
OC001138,2024-09-21 19:20:59.332504,SUP0041,AN006,50,53692534.5,64920256.4,11227721.9,20.91,Completed,2024-09-27 19:20:59.332504
OC001139,2024-05-06 10:59:37.156279,SUP0039,AN003,3,4534000.4,5246164.83,712164.43,15.71,Completed,2024-06-03 10:59:37.156279
OC001140,2024-06-29 10:12:45.942710,SUP0005,AN004,3,1748244.54,1957454.44,209209.9,11.97,Completed,2024-07-16 10:12:45.942710
OC001141,2024-07-28 05:59:06.692517,SUP0022,AN004,3,2455950.03,2804812.27,348862.24,14.2,Pending,2024-08-15 05:59:06.692517
OC001142,2024-07-26 23:26:30.294221,SUP0025,AN004,15,12615550.19,14967106.43,2351556.24,18.64,Completed,2024-08-21 23:26:30.294221
OC001143,2024-05-04 05:04:11.310019,SUP0011,AN004,50,78903932.62,86775381.56,7871448.94,9.98,Completed,2024-06-02 05:04:11.310019
OC001144,2024-01-13 12:12:47.671710,SUP0026,AN002,5,5379778.44,5777344.17,397565.73,7.39,Completed,2024-01-19 12:12:47.671710
OC001145,2024-11-09 05:35:33.895902,SUP0008,AN005,8,15076076.2,16247515.98,1171439.78,7.77,Completed,2024-11-17 05:35:33.895902
OC001146,2024-01-09 15:02:31.982822,SUP0034,AN007,8,11447123.15,12227209.09,780085.94,6.81,Completed,2024-01-24 15:02:31.982822
OC001147,2024-08-09 10:50:18.135012,SUP0012,AN008,3,7192036.77,7668967.2,476930.43,6.63,Pending,2024-09-05 10:50:18.135012
OC001148,2024-03-05 20:51:09.589115,SUP0044,AN007,5,2568679.38,2728400.32,159720.94,6.22,Completed,2024-03-29 20:51:09.589115
OC001149,2024-05-22 18:11:24.598485,SUP0042,AN004,2,1456028.18,1577901.56,121873.38,8.37,Completed,2024-05-25 18:11:24.598485
OC001150,2024-08-12 23:03:13.011529,SUP0020,AN006,5,4635515.89,5664005.8,1028489.91,22.19,Completed,2024-08-21 23:03:13.011529
OC001151,2024-04-08 09:14:36.274630,SUP0012,AN008,50,50081521.53,55051833.8,4970312.27,9.92,Completed,2024-04-18 09:14:36.274630
OC001152,2024-01-20 06:27:45.272333,SUP0007,AN008,2,1688900.57,2041561.24,352660.67,20.88,Completed,2024-02-03 06:27:45.272333
OC001153,2024-01-26 15:12:21.854150,SUP0046,AN001,5,9759758.12,10440560.53,680802.41,6.98,Completed,2024-02-19 15:12:21.854150
OC001154,2024-02-13 03:32:12.555267,SUP0015,AN005,5,14041181.31,16208220.9,2167039.59,15.43,Completed,2024-02-25 03:32:12.555267
OC001155,2024-05-22 11:46:17.177896,SUP0029,AN005,72,110134928.1,120195466.14,10060538.04,9.13,Completed,2024-05-26 11:46:17.177896
OC001156,2024-07-28 06:34:11.676625,SUP0003,AN004,15,14695634.18,15888710.98,1193076.8,8.12,Completed,2024-08-19 06:34:11.676625
OC001157,2024-04-02 21:13:53.189343,SUP0001,AN001,5,7958015.34,8848898.05,890882.71,11.19,Completed,2024-04-18 21:13:53.189343
OC001158,2024-07-14 08:45:54.834509,SUP0021,AN006,3,1917290.91,2119790.07,202499.16,10.56,Completed,2024-08-12 08:45:54.834509
OC001159,2024-01-22 09:41:07.076380,SUP0030,AN003,3,2800966.09,3291996.23,491030.14,17.53,Pending,2024-01-26 09:41:07.076380
OC001160,2024-05-22 05:38:26.763129,SUP0001,AN006,50,43210214.1,51364990.81,8154776.71,18.87,Completed,2024-06-01 05:38:26.763129
OC001161,2024-08-28 14:57:35.304044,SUP0025,AN007,8,16818176.77,20246146.91,3427970.14,20.38,Completed,2024-09-24 14:57:35.304044
OC001162,2024-11-02 18:48:40.743628,SUP0004,AN008,8,3423685.02,3834607.49,410922.47,12.0,Completed,2024-11-25 18:48:40.743628
OC001163,2024-10-08 04:34:40.517151,SUP0033,AN001,8,5292871.46,5763237.4,470365.94,8.89,Pending,2024-10-11 04:34:40.517151
OC001164,2024-08-03 03:53:19.103872,SUP0028,AN007,2,1238881.95,1509806.18,270924.23,21.87,Completed,2024-08-23 03:53:19.103872
OC001165,2024-12-26 12:03:05.921572,SUP0025,AN001,2,1252605.12,1329443.21,76838.09,6.13,Completed,2025-01-11 12:03:05.921572
OC001166,2024-07-31 18:43:07.121901,SUP0014,AN004,3,5811397.42,6820937.37,1009539.95,17.37,Completed,2024-08-26 18:43:07.121901
OC001167,2024-05-05 17:01:29.979906,SUP0018,AN002,1,720402.48,809786.01,89383.53,12.41,Completed,2024-05-11 17:01:29.979906
OC001168,2024-01-13 06:06:09.637853,SUP0024,AN003,1,13618.73,15337.99,1719.26,12.62,Completed,2024-02-11 06:06:09.637853
OC001169,2024-03-03 19:51:13.702902,SUP0030,AN007,15,27841459.03,32823911.71,4982452.68,17.9,Completed,2024-03-27 19:51:13.702902
OC001170,2024-09-01 05:40:48.818686,SUP0043,AN001,3,4273615.41,5070970.48,797355.07,18.66,Completed,2024-09-15 05:40:48.818686
OC001171,2024-08-11 21:36:02.103252,SUP0028,AN003,3,5306914.84,6548124.23,1241209.39,23.39,Completed,2024-08-28 21:36:02.103252
OC001172,2024-05-15 17:49:18.555879,SUP0020,AN005,5,5807115.56,6946446.7,1139331.14,19.62,Pending,2024-05-26 17:49:18.555879
OC001173,2024-02-02 09:49:15.877795,SUP0002,AN003,3,4528251.72,5145666.69,617414.97,13.63,Completed,2024-02-09 09:49:15.877795
OC001174,2024-04-07 05:08:36.561741,SUP0003,AN007,2,2703597.65,3060673.39,357075.74,13.21,Completed,2024-04-22 05:08:36.561741
OC001175,2024-09-09 23:08:11.356892,SUP0013,AN001,5,5630222.34,6906730.89,1276508.55,22.67,Pending,2024-10-05 23:08:11.356892
OC001176,2024-11-10 23:20:03.975429,SUP0034,AN008,1,254994.0,291382.52,36388.52,14.27,Completed,2024-11-23 23:20:03.975429
OC001177,2024-05-02 22:30:46.558933,SUP0010,AN001,5,7469178.9,8166739.43,697560.53,9.34,Completed,2024-05-23 22:30:46.558933
OC001178,2024-12-04 17:15:39.455612,SUP0049,AN006,2,2119382.12,2557723.66,438341.54,20.68,Completed,2024-12-21 17:15:39.455612
